Raca,Idade,PN,Brix,Isolamento,Sexo,Novilha,GMD_base,GMD,Peso
Cruzado ½ sangue,41,28.488187905977323,27.428841414226447,3,1,0,0.5376669843096752,0.5028867556951443,61.806837004956904
Cruzado ½ sangue,120,31.026394638469284,19.551822982563195,2,1,0,0.7075916854034887,0.5802885301823592,91.27682040376477
Nelore,82,29.494968156691904,27.341507975608923,4,0,0,0.6444951525169214,0.48513348084495406,65.07403567631016
Holandês/Girolando,21,28.373143125628566,28.744570008475325,1,0,0,0.7852558644643527,0.7075056796329391,31.64496315410048
Holandês/Girolando,128,41.18413058394014,24.843458408352348,1,0,0,0.7047088872229011,0.6829527146211887,115.77623479923089
Angus/Simental,150,46.56308358023375,23.295147764152098,1,0,0,0.7351750896528625,0.7270387043449134,165.6597214526205
Holandês/Girolando,104,37.732808508157035,25.60123963323869,2,1,0,0.7405896573554889,0.6893366878227097,114.61771935021318
Guzerá,32,26.77942357041653,12.553926519597308,1,0,0,0.5288575871741331,0.5972808604664901,51.27990558495203
Guzerá,29,29.0747650793762,25.209032873941844,1,1,0,0.5514288047606681,0.6279997625534284,52.00029593815272
Guzerá,77,25.50813949991901,23.54658400864077,1,0,0,0.5193799488055179,0.5396239540262784,96.16144469518602
Cruzado ½ sangue,92,30.676159245874068,23.797487547772036,1,0,0,0.7327062206957,0.7298965758275956,86.4313933294659
Angus/Simental,100,27.759186183252115,26.82613005159131,1,0,0,0.5328711022467008,0.5931066068957115,61.34393034694454
Holandês/Girolando,44,43.20495359697487,23.70092431374109,1,0,0,0.6649035503650657,0.5363397384204527,55.733722723454065
Nelore,91,28.60391056594886,19.439172573395368,2,0,1,0.4116153506154414,0.34265553341227695,49.12233169769105
Nelore,54,25.455606520141433,23.43438931669849,1,1,0,0.5776702017604886,0.5126977620362863,41.76731921767869
Cruzado ½ sangue,124,33.506386841110775,24.2702219363233,1,0,0,0.8206123193439068,0.7429624939029046,127.29057116081697
Cruzado ½ sangue,144,30.665278572775275,24.459735646324052,4,1,0,0.5878506739858335,0.4634923343389847,121.28755452789758
Nelore,118,27.15050854109566,24.647677469140273,4,0,0,0.5627252030297216,0.4383642359261462,105.44653206558601
Nelore,1,31.12201904638048,28.157476179674212,2,0,0,0.625648671492164,0.47216286471012225,32.39531864101648
Holandês/Girolando,179,33.30808794338078,19.655861787863408,4,0,1,0.4422118628468497,0.16628769422523548,108.58378592621213
Nelore,5,32.665603501258154,24.7028018246594,0,0,0,0.49778895178558125,0.5087578480978782,33.94349035762629
Cruzado ½ sangue,180,27.409255347526386,29.159718794472965,0,1,0,0.6800967225200135,0.7224857223466706,122.6626450913678
Guzerá,6,24.01189577493421,17.061554012251218,1,1,0,0.22478550106255885,0.25232315168179603,29.62398407150645
Nelore,93,35.73031167923302,24.718586723120215,3,1,1,0.4523191506925029,0.5004438634814957,54.10477483751223
Angus/Simental,20,43.0730964273909,21.658485992107828,1,1,0,0.8465986669388482,0.8585339640580648,54.879957603654
Nelore,18,29.34161397373404,22.51715846210758,1,0,0,0.6502996900450726,0.5593979253770388,42.91622580133609
Nelore,124,25.708144245745743,20.380769987142312,0,0,0,0.5874318227370101,0.5102396867731864,87.16676470007508
Nelore,132,27.147546926550373,23.321797137198224,0,1,1,0.6382197639943178,0.61901066411745,105.37179021742604
Nelore,22,29.256463601049937,31.365022457707617,1,0,0,0.5715104234421464,0.48660800512614866,31.163628722703095
Nelore,176,29.131331313188596,18.942278555291146,3,0,1,0.6055394907442315,0.4340933911853259,105.30410827404357
Nelore,58,28.68195174630913,19.32155999008469,0,1,1,0.5184346291159386,0.5355613563277906,71.88712032867684
Nelore,58,28.892086200705354,18.79226171934598,1,1,0,0.5615812682922093,0.5174463769899313,59.14555391130336
Nelore,54,28.2496871160321,30.909673146512404,2,1,1,0.4867629613584178,0.5145054288393645,46.34120131489206
Holandês/Girolando,84,32.79010632179994,22.150641177914853,0,0,0,0.8253005845809661,0.7836514749251907,80.4531461141911
Cruzado ½ sangue,33,30.93395703135667,23.897443758609302,1,1,0,0.8073715350452422,0.7930539970010062,49.716602321117435
Guzerá,77,28.74387216196054,22.388868235575043,1,0,0,0.6310917160662219,0.6183277054833105,81.82414911730689
Guzerá,38,21.894997107346647,20.222308486387632,2,0,1,0.4612296676406031,0.3665576742328984,39.188980293232476
Holandês/Girolando,10,39.05222244230361,23.059397413542257,0,0,0,0.570315985473015,0.6453085735705025,41.48392421013541
Angus/Simental,67,34.3111073205312,33.832974422946236,1,1,0,0.8668519709862688,0.903659636864915,66.10952072038248
Angus/Simental,122,38.501076932291504,29.56828368389702,0,1,0,0.7825493282980125,0.8963306376135989,155.22316474663555
Nelore,138,27.639783866266136,20.588248728830912,2,1,0,0.5828584341523643,0.4807967301688525,77.23703686721204
Nelore,64,34.170877827411346,26.590296412246744,1,0,1,0.48663679150548544,0.45618537470526055,72.1238142613275
Nelore,59,30.773041039665888,20.673908909334493,1,0,0,0.5925663812636766,0.591520536505145,56.44658942269487
Nelore,142,24.40868891977976,16.894529444615117,2,0,0,0.44147219403380655,0.4175572899262564,65.00070005237711
Holandês/Girolando,123,43.35614005806849,28.078043670658516,0,1,1,0.7529171709490887,0.6666045873479417,128.0471261338638
Guzerá,150,23.67604443121381,28.640371386574202,2,0,1,0.63099423646259,0.4505286660326299,137.12699675484413
Nelore,164,26.980512700178632,28.184209004191597,3,0,0,0.7131045543907952,0.6224254670815437,144.2964126540341
Guzerá,148,26.941457060321365,22.12053900312171,2,1,0,0.5673097851404325,0.35501531385998436,82.11629305785905
Holandês/Girolando,169,37.54126290134933,23.332897063992053,1,0,0,0.5210675217935711,0.5017976671301272,129.75592705805056
Nelore,75,32.124995357130345,26.99906221463249,0,1,0,0.5697330130946022,0.678883069182894,58.95016787782036
Cruzado ½ sangue,72,29.901959753946418,25.565984149392428,2,0,0,0.8753649918463484,0.7496201422575968,68.74592477522768
Nelore,58,26.833687065930228,22.425450114811824,0,1,0,0.4631388409557716,0.4781514246098193,24.18849893560214
Angus/Simental,43,35.04633097903351,17.523712719527342,2,0,1,0.713194119115325,0.5009720537122744,74.60830520250288
Nelore,135,27.020264380757364,24.455500776568048,0,0,0,0.6913524351800978,0.6665140508113861,145.1916719523263
Cruzado ½ sangue,129,37.39676622219125,28.316038556944452,2,0,1,0.7078847314280944,0.5504203817697421,115.48856236189701
Angus/Simental,145,40.82958332124636,19.20964684386337,3,0,1,1.005217977315787,0.7686875618997555,154.87390902769863
Angus/Simental,31,45.69474779305432,26.55503752670391,2,1,0,0.6357200209287123,0.5414524543524658,48.75617002451892
Cruzado ½ sangue,89,42.07057681559702,25.32616678053477,5,0,0,0.5311268635685096,0.27232090845862605,63.0205599246263
Cruzado ½ sangue,40,28.877131872270642,27.000593052929336,1,0,0,0.7746537979418692,0.7185065302954916,75.6257179536538
Holandês/Girolando,161,40.35209563663644,27.48790199887603,0,1,1,0.5424739577487734,0.6570514606498299,148.7863171932151
Cruzado ½ sangue,49,28.29519873342627,21.22213903229859,2,0,0,0.618355521230071,0.49431522311047604,46.23772382087718
Nelore,26,26.278379252881066,17.532162399340216,1,1,0,0.5434353455140424,0.5428302218185035,26.151198905049398
Holandês/Girolando,103,36.84958744872165,21.865921897268482,1,1,0,0.7991387894393811,0.7546648547296052,136.83387135625077
Holandês/Girolando,159,34.71422562930863,27.55650927010803,0,0,0,0.7506408163229035,0.7281229094686281,149.0818993005608
Angus/Simental,165,33.26650727195714,21.831984385896117,1,1,0,0.7725624651303392,0.6637080331813155,106.9308803853482
Holandês/Girolando,18,39.27857810739872,21.223826704569433,1,0,0,0.6337204490413084,0.49253635267724794,41.914872392784474
Guzerá,59,22.34984474484078,16.714598632301445,2,0,0,0.6154253818127846,0.4360066144929111,32.485524479582025
Holandês/Girolando,28,44.210634795688165,31.010590218203756,0,0,0,1.1429697649136354,1.171469131928302,75.90433445419616
Nelore,56,25.7878626190387,27.30285456570124,0,1,1,0.6191282098922917,0.6878195621971711,66.77057863468934
Nelore,97,38.833491395337376,27.079583925099058,2,1,1,0.5599672207546837,0.36491388537628855,66.35693289681808
Holandês/Girolando,51,37.74307774517803,27.870901547117896,2,1,1,0.5307457583359015,0.4078678646164112,67.3597486041649
Guzerá,13,26.216052925751157,26.306833446173606,4,1,0,0.4394392623148704,0.2087845967459173,29.381610112605305
Nelore,92,24.466305854368876,23.022684579281883,0,0,0,0.5286289766052696,0.5155998089363031,88.0881209833284
Guzerá,10,31.118275274382917,23.344943583511192,0,1,0,0.4492129771746224,0.5519654538766546,34.84354905382303
Guzerá,41,29.358502042408748,22.2897425416315,1,1,0,0.49847260571994945,0.46226162882162875,79.28799048243806
Guzerá,1,26.890747612208337,34.53896301766,4,1,0,0.6689115272966923,0.5299790544239817,26.523988562182286
Guzerá,16,21.959592353661304,26.22364812519777,1,1,1,0.6184808571500773,0.656635324815784,26.725693022835674
Cruzado ½ sangue,79,33.84266751089848,22.144798234594262,4,1,0,0.6225284011884921,0.48763696367300124,57.87498415273805
Nelore,154,25.074991338939608,25.861987096665118,3,0,0,0.429172005533414,0.24353984736732714,58.4216810162619
Angus/Simental,140,44.58059868563012,19.95652432857473,0,1,1,0.8737972789337775,0.8754749585482264,134.8260275533372
Angus/Simental,18,41.64137629333928,30.018026874356906,1,1,0,0.7143587585519431,0.671890880042093,55.72070494645641
Holandês/Girolando,7,40.47719519243868,21.35572361677144,3,1,0,0.4814524510557292,0.3928484649694997,35.21914300492262
Guzerá,61,18.69087301025803,26.004341730489863,1,0,1,0.5676808612568385,0.5130848812934098,51.994941131709986
Holandês/Girolando,118,35.08292010670485,28.263910518972537,2,1,0,0.7979539686868485,0.6711981138339702,90.96649475479063
Cruzado ½ sangue,135,35.75104452639949,25.53907417681997,0,0,0,0.3731500754571864,0.39021886015923457,81.39279691396476
Cruzado ½ sangue,149,37.85153476689263,24.377879967278552,0,0,0,0.5492989893653807,0.5473482944200587,131.12916209118708
Cruzado ½ sangue,62,37.43667924596853,24.043208339424062,2,1,1,0.6278500587561515,0.5597052273815651,100.95852278507104
Holandês/Girolando,31,32.03993498879272,23.774235612451573,0,0,0,0.764468754800491,0.8154378009266517,47.78373791773721
Holandês/Girolando,5,41.50776153406452,21.69320604428999,1,1,0,0.6206891427682204,0.6360095898921223,44.15385436515206
Nelore,27,32.55430325769025,22.202066280921184,5,0,0,0.4667858098026064,0.19989559687313707,31.977198254826128
Cruzado ½ sangue,12,26.36665773767102,29.91836149460374,0,1,0,0.7199886174648311,0.8277630900890643,31.512902298459416
Nelore,155,28.97233419619367,23.565853469259373,0,1,1,0.5031677626685841,0.4531994026834668,85.07769998106141
Cruzado ½ sangue,49,34.095369593233826,20.856814922468907,1,0,0,0.6996260115603566,0.5720162105726815,71.28785921647355
Angus/Simental,149,36.64655936818969,21.934809612553966,3,1,0,0.592175699677922,0.29848409433928347,71.65672665241799
Nelore,100,22.517433506095795,28.40148272278889,2,0,0,0.4147666980763602,0.3235687781499145,90.60654690853292
Holandês/Girolando,98,38.371509449631354,26.702426532657913,4,1,0,0.7668559531205957,0.5680992645215708,100.58700427564364
Nelore,82,27.854430994107418,26.241316712929027,2,1,0,0.5752519910317214,0.5451227977083529,58.025249025527955
Cruzado ½ sangue,148,32.40771038180898,22.969915204360834,1,0,0,0.7414701306559828,0.5809698722087924,111.30431958314827
Nelore,8,27.027850011012255,26.29344988069178,0,1,0,0.49674069990785585,0.5071121154442153,27.481891382585097
Angus/Simental,17,36.0064453104134,21.425755500197408,1,1,0,0.6285628902148293,0.6429389016059049,52.176778055620474
Nelore,77,28.861028011785578,22.9615438746169,1,1,1,0.6860718887540911,0.5759524548884373,50.36514985909862
Angus/Simental,72,39.9910457223637,27.879217949566982,1,1,1,0.5448597421406359,0.5266624483750653,59.83527055277129
Cruzado ½ sangue,99,31.782292948573332,27.497110715676257,1,0,0,0.7776606780098687,0.70688196940107,92.4135013642586
Holandês/Girolando,133,37.95175535815999,20.072360616196786,1,1,0,0.8318580413604741,0.8148313553275158,158.83621926575765
Cruzado ½ sangue,106,33.36941615301783,20.577894188365697,1,0,0,0.7346098465692683,0.7157138335795017,129.40237480419765
Cruzado ½ sangue,47,25.316336296419273,24.43480861125364,3,0,0,0.5643411731288507,0.4735589504187413,62.60879854587419
Angus/Simental,59,40.14665807251906,30.904529498678038,2,1,0,0.6260997587765836,0.587884644895056,81.29656973871569
Nelore,136,28.998029160069645,16.337739342124024,3,0,1,0.52899442270018,0.27923822629594097,65.43882293370274
Holandês/Girolando,37,40.19846763298781,25.113331758282015,1,1,0,0.5310704371643891,0.49987026694222214,66.37212322928772
Nelore,91,32.362570076580624,18.495826673707406,1,0,0,0.4538306001246404,0.43315460043472903,54.4357259254669
Holandês/Girolando,97,30.23592234975876,21.462676025897817,3,1,1,0.7541444435235404,0.5415168289119585,53.90202003256812
Nelore,136,22.09158145549363,22.542286327743035,1,1,0,0.6149349114224157,0.5945624499330912,111.04118791792875
Holandês/Girolando,129,41.369019226617596,22.317966626252435,2,0,0,0.5592988949484801,0.43792374899270203,79.71587508466588
Holandês/Girolando,84,39.96441572435742,21.864816241363165,1,0,0,0.7577540225595086,0.7015878318937725,97.94695249495605
Holandês/Girolando,56,40.85088471595966,24.02882824150548,1,0,0,0.7322448801600777,0.6287324066761522,77.48201095072648
Holandês/Girolando,67,37.689364624137774,21.858977733477687,1,1,1,0.853636919276367,0.6944187679460728,87.44175184978258
Cruzado ½ sangue,75,35.65741469695973,18.15017046058339,1,1,0,0.7026050086054274,0.7133088460315968,102.05728872833599
Cruzado ½ sangue,40,36.73055537196448,27.119478450091105,1,0,0,0.7564439159107816,0.7716775544257631,75.95759294437521
Holandês/Girolando,113,42.419911469757636,27.011488668595522,0,1,0,0.7348639229569743,0.6813600785305989,122.70654427717547
Holandês/Girolando,38,38.69585770797708,27.372697240090677,1,0,1,0.7926918476151766,0.7324810295554669,62.20161676510422
Angus/Simental,117,28.515397755735187,17.837062014943672,0,0,0,0.5719815269947058,0.6254411069087641,103.54370154384061
Nelore,136,31.69232672812995,25.195672610336604,1,0,0,0.5378255542889087,0.5282080520527203,92.48327472630453
Nelore,174,33.276050331761574,26.703915423227695,2,0,0,0.546101723177247,0.43174241683014775,104.28308826986033
Nelore,22,31.25595444194393,19.87519172624166,0,1,1,0.5256250053064718,0.4642577439907646,60.977955293353816
Cruzado ½ sangue,137,29.481430290529975,24.036692992728515,1,1,0,0.6888275293348398,0.6862199574790062,126.88118268556318
Guzerá,16,28.021383181003273,23.534933418758538,3,1,0,0.5602660671770964,0.4661697544546532,38.34110849002878
Cruzado ½ sangue,61,36.44211883184578,31.368602634273053,3,1,1,0.6831482784778263,0.5540504063118663,61.48612411404814
Cruzado ½ sangue,32,39.235264991196345,31.697984148050292,1,0,0,0.6205361730656529,0.579657145246318,66.95107288116102
Guzerá,30,23.371670227316127,17.342574426679196,0,0,0,0.43010564241471316,0.35903563484717343,40.757897228200775
Angus/Simental,32,36.98095436955138,33.97570802291196,3,1,0,0.8461763985279669,0.7829382288145393,68.93070828911605
Cruzado ½ sangue,8,35.98908820457382,20.339097115386704,1,1,0,0.6784706098275218,0.6907066497589067,42.480289856470655
Nelore,149,29.200935250033552,27.922693177309704,2,1,0,0.4481386141600592,0.41013902477994874,110.36578161686055
Guzerá,12,22.648017193846176,27.881991923454922,4,0,0,0.48159968354328575,0.299694816882111,33.24246222200657
Guzerá,72,27.24384885508011,20.017239092632774,1,1,0,0.33438653061780066,0.41490648854217704,60.93317268184737
Nelore,126,31.025315718353085,25.973071175356395,1,1,0,0.5535370614347443,0.5145682330168442,93.8171663364933
Nelore,179,29.307870137158506,23.569865022935744,2,1,0,0.5301620057401405,0.5450956247287241,145.89303211566707
Angus/Simental,154,38.98813217230975,26.217320018529563,2,1,1,0.6539363007091361,0.5172017090223083,100.81343479701103
Guzerá,25,25.22388229494281,24.922689209522503,0,0,0,0.6505370180313352,0.7196376562630028,37.5121204026175
Guzerá,178,30.43483680714818,28.78535794148099,0,0,0,0.3901653586434993,0.47408815939604365,113.69286239960798
Cruzado ½ sangue,118,29.397231265149294,24.30159817258425,2,0,0,0.7177032246850569,0.6055905903506229,70.80728666974613
Holandês/Girolando,33,37.06339618618111,23.328503722294755,2,0,0,0.9314714385071655,0.9288708556550893,75.26854036604072
Angus/Simental,81,38.04943481087386,28.384256932228723,0,1,0,0.843885808927419,0.9221084339318085,98.97318622853678
Cruzado ½ sangue,166,36.51581611080357,26.321583859434412,2,1,0,0.6365307339692456,0.533833712752678,115.4819788639552
Holandês/Girolando,71,32.51313414952732,26.92725357728355,1,0,0,0.5495821064663173,0.4880944788442199,64.31295571419675
Guzerá,34,22.06910975070368,21.34165331096561,4,0,0,0.37060409322447674,0.2339008963593288,30.38565250337515
Angus/Simental,158,28.83022171519377,19.818948874406104,2,1,1,0.672671555079885,0.6176616620118404,119.55862728655306
Cruzado ½ sangue,172,33.13078090101308,21.729111426989192,0,1,1,0.5644299192694701,0.5002368315117641,117.76790132647355
Angus/Simental,176,32.96762382257055,21.516714457277644,1,0,1,0.6372521054698148,0.5363422069915778,126.107202492282
Nelore,173,27.65407461493729,27.144797074611656,3,1,0,0.5173686544528756,0.4279673315200568,92.35190403650786
Angus/Simental,158,40.97620185451269,27.903936201176208,1,0,0,0.708241584318146,0.6410953617886959,126.82996818553798
Holandês/Girolando,82,36.792286396085764,23.379478841870398,2,0,0,0.7357993739792091,0.7730487568679131,115.73955242940734
Nelore,35,29.809487079601777,29.72367607529741,1,0,1,0.4262203780537571,0.3629960616542286,25.33806401766151
Holandês/Girolando,112,38.50331046124139,29.47387757506052,2,1,1,0.6015419634446993,0.509663911141801,92.12718538592827
Cruzado ½ sangue,40,35.688457260385746,24.973595665602158,0,1,1,0.622436070889527,0.6930101780271386,58.69778857120981
Nelore,86,30.66294823571803,20.71243291382784,1,1,0,0.5304514806576731,0.495744329624804,79.46656649422539
Holandês/Girolando,119,36.54033151912695,30.30150659774216,0,0,1,0.8911887263525436,0.9232560637533161,121.20576364056578
Cruzado ½ sangue,171,32.32539298639819,23.755930595886365,2,1,0,0.6655471251996243,0.5126304490578633,109.60293924117391
Nelore,53,32.65310189202173,24.5046607857239,2,1,1,0.38864101880405755,0.26447361939252406,45.48640616919773
Holandês/Girolando,46,41.96688435127049,22.641579897573724,0,0,0,0.728090856582478,0.7892136733420272,89.80001288373936
Guzerá,133,21.809113826746604,20.44083869481121,1,0,0,0.551838053660678,0.5882848272730243,106.13677445074048
Guzerá,2,27.966854183514148,18.12544227873883,2,0,0,0.48811283731674987,0.33625443293831453,25.980540902399774
Angus/Simental,102,33.11925219903693,26.53147329422915,0,1,1,0.5804593824429418,0.53546632587082,79.91578082960403
Cruzado ½ sangue,135,38.650052279844026,20.86639578441352,3,0,0,0.833386016484481,0.7134863204187476,151.32516259490112
Nelore,100,32.58434593944359,36.23812491598729,3,0,0,0.44301160864187433,0.28594960108332895,42.103981203155925
Angus/Simental,70,39.304484641632804,19.655705669550084,2,1,0,0.7959888037378323,0.7146803564810181,88.28684449508549
Angus/Simental,150,38.70754779546287,18.97047010007452,2,1,0,0.7430058108423525,0.7256374619837862,147.3757185776058
Nelore,67,28.26838710390403,26.040554862453764,0,1,1,0.610081054902977,0.5838262233497682,62.368358514684886
Cruzado ½ sangue,128,35.71409580560011,30.11725391586918,2,1,0,0.8277543716584064,0.6705797200851713,169.9984626537233
Nelore,84,27.702276406882785,24.258358627772886,1,0,0,0.6061638872141035,0.48646590453672167,62.55619977860659
Angus/Simental,5,39.06006441787952,26.288969680749098,0,1,1,0.6557536138899936,0.6615994263169651,43.96570979207849
Cruzado ½ sangue,96,36.4877374660778,16.625810330165162,2,0,0,0.7616591502640757,0.5446199061446836,76.84385816390078
Cruzado ½ sangue,9,30.75277382589764,21.289953817232934,2,0,0,0.5705790604951468,0.4522087452246755,37.3377695633914
Nelore,168,26.84332541003257,19.705537083449734,1,1,0,0.5663558011395269,0.47106078727447537,123.91141131723235
Angus/Simental,109,32.625355336739936,16.419816600208478,0,0,0,0.5712953850781841,0.6536782026962653,94.12471340574042
Nelore,67,25.274345388558398,24.46792093609555,1,0,0,0.4466718772663248,0.5251088567935118,59.74534422397965
Nelore,88,22.600616409954743,15.028689513558266,1,1,0,0.5551386670436187,0.4695357971345169,50.57808837175377
Nelore,112,31.554400761554355,18.711216135650204,3,0,0,0.5868086708580873,0.44487678474136944,62.14088448800533
Cruzado ½ sangue,47,40.235658168331085,21.85122482394633,2,0,0,0.4527370315039867,0.29765742947710183,65.51707604899211
Nelore,52,33.98865130214607,20.674856656195693,1,1,1,0.5997287368000664,0.5261348875865879,55.001337200355955
Angus/Simental,76,30.682619801180678,25.585634008828272,0,1,1,0.6257656676911958,0.7325079956874854,52.92720773386292
Cruzado ½ sangue,47,35.8994186862248,25.22232076760992,2,1,0,0.7807656817238283,0.6992901058589943,87.99217235381691
Nelore,137,33.97737222473245,27.575194983741827,2,0,0,0.5148035571175492,0.40963818474973285,75.18371828400294
Nelore,19,27.401165067414677,27.009534930850712,1,1,1,0.43763777304500145,0.3405943622935735,32.166452780578716
Nelore,149,29.355066007275173,28.563251157445524,2,1,1,0.5575804557959253,0.5327863434925919,140.55928965826797
Holandês/Girolando,63,29.96053474597665,23.992326399963783,1,0,0,0.5746329748759467,0.34247877880388944,49.7494718122268
Cruzado ½ sangue,102,34.06694467190657,25.213867603266678,1,0,0,0.7795839655576439,0.7107542543992376,103.9433195329218
Nelore,29,25.27754094697849,26.046054807676764,6,0,0,0.55005302075331,0.2555277578030073,22.181083455195793
Cruzado ½ sangue,70,33.79854007164606,24.566626789564104,3,1,0,0.6233155714597385,0.4794405454493872,45.63071771307753
Nelore,136,23.53578977233892,22.411222760331704,2,0,0,0.6091801018931008,0.5592597431659002,96.51265604886686
Cruzado ½ sangue,49,35.171432897910385,22.67022986264092,0,1,0,0.5294557816879678,0.6380606571804084,70.47088329010901
Angus/Simental,24,42.61030703942011,20.729766406680138,2,1,1,0.5717473296372209,0.385363212957925,54.236758367234934
Cruzado ½ sangue,94,29.86728055313933,25.68646731963932,1,0,0,0.6849186737385801,0.7617054446911325,94.0552576406119
Cruzado ½ sangue,30,28.45230967435826,23.623939303659377,5,1,0,0.519036222119031,0.22980049443172842,35.52258835499877
Cruzado ½ sangue,57,24.375907829800077,21.34730499745294,1,0,0,0.5189988830875598,0.5411978228152257,33.18951219285262
Nelore,82,28.06755263073688,21.35102072270163,0,0,1,0.6336756031220888,0.5989239136520882,83.79892914219016
Nelore,102,26.96442123001438,19.158405088868847,3,1,0,0.6025064109983941,0.45679178395716263,76.14676536701738
Nelore,116,23.57143205678181,27.915365364948798,1,0,0,0.42461704575470893,0.3630972213500288,99.45921865760869
Holandês/Girolando,122,42.26509378156086,24.31447067812715,1,1,0,0.6087993550617463,0.6002167051063945,115.62277335058151
Cruzado ½ sangue,152,31.200118472541405,20.54879992170692,2,1,0,0.5405895288459048,0.4882754186846409,86.95543845567245
Holandês/Girolando,12,34.62132020677384,27.234190998408074,0,0,1,0.8842767192746668,0.800258900368453,43.94529666344087
Angus/Simental,66,35.50442417461799,21.758204760822508,3,0,0,0.8241911991706199,0.6603635218011334,74.85792337059435
Nelore,1,32.749565886253656,18.37399749195107,2,0,1,0.5079155153994727,0.3147038327984229,33.754839953709144
Cruzado ½ sangue,2,35.41174777502089,28.08488915687653,0,1,0,0.7033814158277842,0.6849439811831092,36.84205138718956
Nelore,39,28.544908784755286,21.85161204173555,1,1,0,0.4143813814069171,0.35616461597269267,29.93576577556518
Nelore,108,31.166867564626983,22.36440363916484,1,0,0,0.4827353848810507,0.3678688933760023,43.89213108021251
Cruzado ½ sangue,162,28.356352174453043,24.16472008139671,1,1,0,0.6515349592536075,0.6205984907314626,134.20914885184743
Angus/Simental,140,38.14566545327164,28.570356891160458,0,1,0,0.7720065361517799,0.8485158989929249,182.9354470931209
Holandês/Girolando,117,40.73661165243235,24.080149163465247,2,1,0,0.668792200565954,0.6185378957733285,114.46899363171751
Nelore,141,27.355572220254455,19.203531495419078,0,0,0,0.5748013510714226,0.6818263204441629,138.8346344444265
Holandês/Girolando,31,42.17729167978709,26.17550801644872,0,0,0,0.6890086928946095,0.5712740355925046,68.84494685706358
Nelore,152,26.26848290874442,22.060041102953104,0,0,1,0.5336422597977684,0.5185338550743047,110.31085031010267
Angus/Simental,161,40.29419318499253,31.551695886117866,1,0,0,0.6859432568980472,0.655412863239102,129.3980576896771
Cruzado ½ sangue,18,35.207435086125166,23.99552111200844,3,0,0,0.5931108640054438,0.49362827150346716,45.409080183138435
Nelore,85,18.789940417560267,15.059858008405335,1,0,1,0.5731937508628588,0.5081811067461934,79.66415602779604
Nelore,150,33.16606996228541,25.429459888622695,2,0,1,0.5910815589199456,0.44652924227579105,110.45506441721668
Nelore,86,18.5,31.778391169040916,0,0,0,0.5698359167318834,0.5992408403189317,81.05780857224845
Angus/Simental,152,35.22777938499743,30.303681154181557,3,0,0,0.5844613392498781,0.408626511140092,88.27986213440849
Holandês/Girolando,169,45.12674017128877,31.323817155026262,1,1,0,0.5651232971185335,0.6074756354095596,143.61119363778374
Cruzado ½ sangue,86,31.730853098990238,19.920959258474145,3,1,0,0.6838769986542874,0.46124660874644363,69.64897928901611
Holandês/Girolando,11,32.66907008765229,27.648609583907117,2,0,0,0.849242429577151,0.804850332561175,41.251937202834
Holandês/Girolando,62,34.53131469141665,21.112021841053153,2,1,0,0.6975277780792569,0.6331299934746429,88.39481336228286
Nelore,39,32.59417011212217,24.897157597667697,0,0,0,0.5088331587523006,0.48684513946023455,28.29550589710812
Angus/Simental,86,29.35322961253113,18.90819028504107,1,1,0,0.7457991523759192,0.7150516884566572,91.29756291549022
Guzerá,106,29.38697330288605,21.422176940469136,1,1,1,0.3920019648612243,0.32846566228582214,62.90413214641058
Holandês/Girolando,84,39.72448950478855,21.295013210545537,0,0,1,0.8305284630016934,0.8611175371948718,92.08982918140326
Cruzado ½ sangue,36,28.230418678230265,27.594221120570467,0,1,1,0.6605253558958831,0.8528543735415418,65.33613053792786
Holandês/Girolando,55,37.084424638486546,27.202876486678623,0,1,0,0.603012420480787,0.7217003963243264,68.24242213251149
Angus/Simental,123,33.422490465042614,25.107278917323285,0,1,0,0.7008185213993193,0.7134865298048989,114.8910411125363
Nelore,5,32.03178820300485,18.598314327778457,2,0,0,0.4972963767936385,0.426416169106732,40.73108107992812
Holandês/Girolando,39,43.66213904881419,22.75344226420112,3,0,0,0.830842047333936,0.7207560641340991,81.79127898669478
Guzerá,161,20.84251659837186,21.015534068229094,1,1,0,0.48078719150252935,0.4147464920832734,99.19656562041193
Holandês/Girolando,18,37.98203940740333,27.478703026777964,3,0,0,0.6978670608032932,0.48690765734148056,49.31273524193164
Nelore,75,25.978850181795032,28.71273941126874,3,1,0,0.6073726456651292,0.5058885392658978,61.654897581319474
Nelore,38,33.5272848896078,28.225542344123532,1,1,0,0.4759233396235458,0.5231465897513226,72.98614360763307
Nelore,19,24.274653086557528,20.979122322331918,3,0,0,0.5693709466135157,0.3253906024503379,36.011668111846824
Guzerá,77,30.81268731405504,13.041867510842083,1,0,0,0.5260713790924499,0.41703463225597937,52.4757979929371
Guzerá,94,25.900115781449188,16.932152407479784,0,0,0,0.35236251200304103,0.3748912416514361,39.57565815395213
Holandês/Girolando,32,34.19032796809956,29.686507912328835,1,0,0,0.7090600962094252,0.6768130539919248,60.942173989538276
Holandês/Girolando,15,36.61362907995361,22.394980242720706,1,1,1,0.674737362531539,0.7030124887596857,46.81507813826028
Guzerá,25,23.59514347769465,20.99710152693955,2,1,0,0.5123467977510197,0.36853568598219155,21.458589650315098
Guzerá,118,22.176144793953483,30.570641173744935,3,0,0,0.5033848227816038,0.5046951182626767,89.12604278338765
