raca,sexo,turno_parto,historico_parto,tipo_parto,peso_mae_kg,peso_nascimento_kg,peso_360_dias_kg
Nelore,F,Manhã,Primípara,Normal,413.6,29.7,236.4
Nelore,M,Noite,Multípara,Normal,499.5,36.1,294.3
Nelore,M,Tarde,Multípara,Normal,502.5,33.1,302.3
Nelore,M,Tarde,Primípara,Normal,414.6,35.6,291.3
Nelore,F,Manhã,Primípara,Normal,443.8,23.6,233.4
Nelore,F,Manhã,Multípara,Normal,444.3,31.0,253.8
Nelore,M,Manhã,Multípara,Normal,448.7,32.8,282.1
Nelore,F,Noite,Multípara,Distocia,452.6,27.2,228.2
Nelore,M,Tarde,Multípara,Normal,487.9,33.7,290.0
Nelore,M,Noite,Multípara,Normal,420.1,27.5,270.2
Nelore,M,Manhã,Multípara,Normal,416.1,30.0,268.5
Nelore,M,Tarde,Multípara,Distocia,499.5,26.0,267.5
Nelore,F,Tarde,Multípara,Normal,431.5,34.7,248.9
Nelore,F,Manhã,Multípara,Normal,399.5,29.3,233.4
Nelore,F,Noite,Primípara,Normal,430.6,35.0,250.8
Nelore,M,Noite,Primípara,Normal,436.8,32.9,273.5
Nelore,F,Noite,Multípara,Normal,512.2,31.3,278.1
Nelore,M,Tarde,Multípara,Normal,487.0,30.2,289.9
Nelore,F,Manhã,Multípara,Normal,495.9,26.9,236.1
Nelore,M,Manhã,Primípara,Distocia,482.8,32.1,280.3
Nelore,M,Noite,Multípara,Normal,487.8,31.8,280.5
Nelore,M,Manhã,Multípara,Normal,422.5,28.0,257.6
Nelore,F,Tarde,Primípara,Normal,442.1,23.9,215.9
Nelore,F,Tarde,Multípara,Normal,410.4,27.1,248.5
Nelore,F,Tarde,Multípara,Normal,441.6,35.5,246.0
Nelore,F,Noite,Multípara,Normal,477.4,36.6,270.1
Nelore,M,Manhã,Multípara,Normal,455.4,32.6,271.0
Nelore,F,Manhã,Multípara,Normal,502.5,30.4,268.3
Nelore,F,Manhã,Multípara,Normal,404.3,29.0,236.6
Nelore,M,Tarde,Multípara,Normal,470.0,29.2,274.4
Nelore,M,Manhã,Multípara,Normal,400.1,36.1,281.6
Nelore,M,Manhã,Multípara,Normal,453.8,37.6,298.2
Nelore,F,Noite,Multípara,Normal,479.6,27.3,247.9
Nelore,M,Noite,Primípara,Normal,441.4,30.3,273.8
Nelore,M,Manhã,Multípara,Normal,472.0,30.7,273.7
Nelore,M,Manhã,Multípara,Distocia,411.6,30.7,242.2
Nelore,F,Noite,Multípara,Distocia,383.5,33.6,225.5
Nelore,M,Manhã,Multípara,Distocia,472.3,28.1,272.1
Nelore,F,Manhã,Primípara,Normal,519.8,29.9,256.5
Nelore,F,Manhã,Multípara,Normal,410.2,32.2,241.5
Nelore,M,Tarde,Primípara,Normal,498.9,30.1,265.6
Nelore,M,Manhã,Primípara,Normal,451.7,33.2,262.6
Nelore,F,Noite,Multípara,Normal,396.6,30.4,234.7
Nelore,M,Tarde,Primípara,Distocia,404.7,34.2,279.2
Nelore,M,Tarde,Multípara,Normal,450.6,27.4,262.0
Nelore,F,Manhã,Multípara,Normal,433.8,29.0,249.8
Nelore,F,Tarde,Multípara,Normal,397.5,29.8,234.3
Nelore,M,Tarde,Multípara,Distocia,382.2,24.0,247.5
Nelore,F,Tarde,Primípara,Normal,416.1,25.2,228.8
Nelore,M,Tarde,Primípara,Normal,457.8,28.1,256.5
Nelore,M,Tarde,Multípara,Normal,449.7,34.8,283.8
Nelore,M,Noite,Multípara,Normal,430.0,29.9,293.7
Nelore,F,Noite,Multípara,Normal,458.1,27.5,266.6
Nelore,M,Tarde,Multípara,Normal,491.6,34.5,298.2
Nelore,M,Manhã,Primípara,Normal,465.8,25.6,264.8
Nelore,M,Manhã,Multípara,Normal,445.1,25.8,267.4
Nelore,F,Manhã,Multípara,Normal,487.1,28.9,256.7
Nelore,F,Tarde,Primípara,Distocia,411.6,24.2,219.2
Nelore,F,Tarde,Primípara,Normal,441.0,24.3,239.6
Nelore,F,Tarde,Primípara,Normal,442.0,30.2,251.8
Nelore,F,Noite,Primípara,Normal,400.5,31.1,241.6
Nelore,M,Noite,Multípara,Normal,433.2,34.4,269.1
Nelore,F,Noite,Primípara,Normal,367.0,31.8,236.6
Nelore,F,Manhã,Primípara,Normal,526.5,32.2,276.6
Nelore,F,Tarde,Primípara,Normal,412.5,22.1,224.3
Nelore,M,Manhã,Multípara,Normal,513.4,33.4,296.5
Nelore,F,Manhã,Multípara,Normal,451.5,28.4,242.9
Nelore,F,Manhã,Primípara,Normal,472.6,26.3,231.3
Nelore,M,Manhã,Multípara,Normal,430.4,33.7,278.4
Nelore,F,Tarde,Primípara,Normal,458.3,23.3,222.3
Nelore,M,Noite,Multípara,Normal,476.0,26.7,257.7
Nelore,M,Manhã,Primípara,Normal,476.6,32.4,299.5
Nelore,M,Tarde,Multípara,Normal,481.0,33.5,283.3
Nelore,M,Tarde,Multípara,Normal,435.3,32.4,269.9
Nelore,M,Manhã,Multípara,Distocia,430.8,29.4,279.9
Nelore,F,Tarde,Primípara,Normal,386.2,30.7,252.0
Nelore,M,Manhã,Multípara,Normal,470.9,34.0,283.8
Nelore,M,Tarde,Multípara,Normal,493.3,32.3,292.3
Nelore,F,Tarde,Primípara,Normal,514.6,25.0,244.3
Nelore,M,Manhã,Multípara,Normal,462.2,30.7,270.3
Nelore,F,Manhã,Primípara,Normal,419.3,31.0,253.6
Nelore,F,Tarde,Primípara,Normal,382.1,32.5,242.1
Nelore,F,Noite,Primípara,Normal,491.7,27.5,251.0
Nelore,M,Manhã,Multípara,Normal,378.1,31.3,279.6
Nelore,M,Tarde,Multípara,Normal,436.4,31.5,287.7
Nelore,M,Tarde,Multípara,Normal,441.0,32.8,274.1
Nelore,F,Noite,Primípara,Distocia,447.2,26.8,237.3
Nelore,M,Noite,Multípara,Normal,451.4,23.3,245.0
Nelore,M,Tarde,Primípara,Normal,455.5,34.1,291.4
Nelore,M,Tarde,Multípara,Normal,353.4,37.4,280.7
Nelore,F,Noite,Multípara,Normal,450.6,28.2,250.0
Nelore,F,Manhã,Primípara,Distocia,360.8,25.3,211.3
Nelore,M,Manhã,Multípara,Normal,479.3,31.6,308.4
Nelore,M,Manhã,Multípara,Normal,427.8,31.4,264.4
Nelore,M,Noite,Multípara,Normal,363.7,35.0,286.2
Nelore,M,Noite,Multípara,Normal,417.4,32.2,263.1
Nelore,F,Manhã,Multípara,Normal,427.2,27.6,246.7
Nelore,F,Tarde,Multípara,Normal,497.6,26.0,254.2
Nelore,F,Tarde,Multípara,Normal,457.9,32.6,258.3
Nelore,F,Manhã,Primípara,Normal,463.8,30.3,246.9
Nelore,M,Noite,Multípara,Normal,497.2,35.2,296.7
Nelore,M,Manhã,Multípara,Normal,446.2,29.1,275.4
Nelore,M,Manhã,Primípara,Normal,480.2,36.0,316.0
Nelore,F,Tarde,Primípara,Normal,477.4,23.3,226.8
Nelore,M,Tarde,Multípara,Normal,398.5,34.1,270.9
Nelore,F,Manhã,Multípara,Normal,508.9,24.3,247.9
Nelore,F,Tarde,Multípara,Normal,393.2,27.6,232.5
Nelore,M,Tarde,Primípara,Distocia,486.7,35.2,282.3
Nelore,M,Manhã,Multípara,Normal,389.3,34.5,290.0
Nelore,M,Manhã,Primípara,Distocia,474.0,28.9,231.9
Nelore,F,Tarde,Multípara,Normal,524.5,28.4,250.1
Nelore,M,Manhã,Multípara,Normal,441.5,32.3,258.6
Nelore,F,Noite,Primípara,Normal,439.7,30.0,234.2
Nelore,M,Noite,Multípara,Distocia,474.4,35.8,311.9
Nelore,F,Noite,Multípara,Normal,436.8,28.6,251.8
Nelore,F,Manhã,Multípara,Normal,522.7,25.2,260.2
Nelore,M,Noite,Multípara,Normal,457.7,32.5,281.4
Nelore,F,Tarde,Multípara,Normal,437.2,28.6,253.8
Nelore,F,Manhã,Multípara,Normal,428.4,26.1,215.8
Nelore,M,Manhã,Primípara,Normal,412.7,31.4,285.3
Nelore,F,Manhã,Primípara,Normal,424.9,27.9,231.0
Nelore,M,Tarde,Primípara,Normal,436.0,31.4,270.1
Nelore,F,Tarde,Multípara,Normal,430.5,27.3,246.4
Nelore,M,Manhã,Multípara,Normal,423.7,33.5,283.5
Nelore,M,Tarde,Multípara,Normal,534.0,28.0,283.7
Nelore,F,Manhã,Multípara,Normal,408.8,27.5,221.3
Nelore,F,Tarde,Multípara,Normal,455.9,29.3,250.3
Nelore,F,Manhã,Multípara,Normal,473.7,35.2,278.1
Nelore,F,Noite,Multípara,Normal,475.2,32.4,253.3
Nelore,F,Noite,Multípara,Normal,447.7,33.2,273.5
Nelore,M,Tarde,Multípara,Normal,440.4,36.3,278.7
Nelore,F,Manhã,Primípara,Normal,468.1,39.3,276.1
Nelore,M,Manhã,Multípara,Normal,460.7,32.1,300.3
Nelore,M,Noite,Primípara,Distocia,439.6,34.8,267.2
Nelore,F,Manhã,Primípara,Normal,387.5,31.5,257.1
Nelore,M,Manhã,Multípara,Normal,431.3,35.0,308.4
Nelore,M,Manhã,Multípara,Normal,404.1,37.3,288.5
Nelore,M,Tarde,Multípara,Normal,423.3,30.7,266.5
Nelore,M,Tarde,Multípara,Normal,451.3,30.5,267.2
Nelore,F,Noite,Multípara,Normal,464.3,31.0,270.2
Nelore,M,Manhã,Primípara,Normal,521.2,30.0,300.9
Nelore,F,Manhã,Multípara,Normal,428.5,31.0,266.6
Nelore,F,Noite,Multípara,Normal,481.0,34.7,266.0
Nelore,M,Noite,Multípara,Normal,462.2,30.6,290.7
Nelore,F,Manhã,Multípara,Distocia,501.8,29.1,244.9
Nelore,F,Tarde,Multípara,Normal,473.0,30.5,244.2
Nelore,F,Manhã,Primípara,Normal,409.7,27.8,252.0
Nelore,M,Noite,Multípara,Distocia,381.1,26.3,264.9
Nelore,F,Manhã,Multípara,Normal,462.5,28.3,235.3
Nelore,F,Noite,Multípara,Normal,428.9,32.1,239.5
Nelore,F,Tarde,Primípara,Normal,410.8,32.8,251.6
Nelore,M,Tarde,Multípara,Normal,399.3,28.5,275.2
Nelore,F,Manhã,Multípara,Normal,456.4,26.5,228.7
Nelore,M,Tarde,Primípara,Normal,510.3,30.6,288.2
Nelore,M,Tarde,Multípara,Normal,433.7,25.8,254.9
Nelore,M,Manhã,Primípara,Normal,473.6,29.2,284.9
Nelore,M,Tarde,Multípara,Normal,445.9,26.8,256.8
Nelore,M,Noite,Multípara,Normal,398.4,36.1,291.8
Nelore,M,Tarde,Multípara,Normal,479.4,29.7,276.7
Nelore,F,Tarde,Multípara,Normal,406.2,35.0,244.6
Nelore,M,Manhã,Primípara,Normal,450.9,33.8,285.5
Nelore,F,Tarde,Multípara,Normal,436.3,28.1,219.8
Nelore,F,Manhã,Multípara,Normal,485.7,26.8,240.6
Nelore,M,Tarde,Primípara,Distocia,407.7,29.9,262.5
Nelore,F,Noite,Multípara,Normal,465.6,29.7,230.3
Nelore,F,Tarde,Multípara,Normal,416.4,31.0,216.7
Nelore,F,Manhã,Primípara,Normal,429.6,26.2,209.3
Nelore,F,Manhã,Primípara,Normal,304.6,30.7,246.0
Nelore,M,Tarde,Primípara,Normal,533.7,31.3,289.9
Nelore,F,Tarde,Multípara,Normal,472.0,29.0,244.4
Nelore,M,Noite,Multípara,Normal,419.3,29.9,281.4
Nelore,F,Noite,Multípara,Normal,405.0,29.4,237.0
Nelore,F,Tarde,Multípara,Normal,430.2,27.5,244.1
Nelore,M,Manhã,Multípara,Normal,478.7,32.2,285.0
Nelore,F,Manhã,Multípara,Normal,374.3,30.3,233.6
Nelore,F,Manhã,Primípara,Normal,444.3,29.3,250.9
Nelore,F,Manhã,Multípara,Normal,520.8,35.3,283.1
Nelore,M,Tarde,Multípara,Normal,404.6,31.6,270.0
Nelore,F,Tarde,Multípara,Normal,453.2,33.0,252.5
Nelore,M,Tarde,Multípara,Normal,538.1,32.7,290.8
Nelore,F,Manhã,Multípara,Normal,475.3,29.3,224.4
Nelore,M,Manhã,Multípara,Normal,455.0,31.6,283.3
Nelore,M,Manhã,Primípara,Normal,470.3,30.3,264.3
Nelore,F,Manhã,Multípara,Normal,434.0,30.8,257.2
Nelore,F,Noite,Primípara,Normal,502.0,25.6,245.8
Nelore,M,Manhã,Multípara,Normal,434.0,27.6,267.9
Nelore,M,Tarde,Primípara,Normal,371.6,32.5,277.8
Nelore,F,Manhã,Primípara,Normal,434.3,31.2,239.5
Nelore,M,Noite,Multípara,Normal,411.3,34.2,284.2
Nelore,F,Tarde,Multípara,Normal,438.8,30.5,252.7
Nelore,F,Manhã,Primípara,Distocia,439.6,30.8,238.2
Nelore,F,Tarde,Multípara,Normal,497.9,32.1,251.4
Nelore,F,Tarde,Multípara,Normal,477.8,32.4,267.2
Nelore,M,Noite,Primípara,Normal,460.5,27.9,279.8
Nelore,F,Manhã,Multípara,Normal,449.9,26.7,243.1
Nelore,M,Noite,Multípara,Normal,407.6,30.8,257.9
Nelore,F,Noite,Multípara,Distocia,362.8,29.9,220.5
Nelore,M,Noite,Multípara,Normal,454.5,31.3,278.1
Nelore,F,Tarde,Multípara,Normal,481.8,24.4,249.0
Nelore,M,Tarde,Multípara,Normal,445.7,37.2,273.3
Nelore,M,Tarde,Primípara,Normal,428.6,29.7,264.2
Nelore,F,Tarde,Primípara,Normal,468.6,29.0,245.5
Nelore,F,Tarde,Multípara,Normal,446.7,33.7,257.8
Nelore,F,Tarde,Multípara,Normal,517.4,23.0,226.9
Nelore,F,Tarde,Multípara,Distocia,499.3,28.5,240.9
Nelore,M,Tarde,Primípara,Normal,488.4,29.3,275.4
Nelore,F,Noite,Primípara,Normal,480.3,27.5,235.8
Nelore,M,Manhã,Multípara,Normal,398.4,31.5,269.5
Nelore,M,Noite,Multípara,Normal,476.5,36.3,288.3
Nelore,F,Tarde,Primípara,Distocia,465.1,30.5,249.5
Nelore,M,Noite,Multípara,Normal,474.3,34.9,280.2
Nelore,M,Tarde,Multípara,Normal,469.7,32.1,284.4
Nelore,M,Manhã,Multípara,Normal,468.1,27.8,262.5
Nelore,M,Noite,Multípara,Normal,558.0,25.8,273.4
Nelore,F,Manhã,Multípara,Normal,447.0,25.4,241.6
Nelore,F,Noite,Multípara,Normal,487.5,31.1,261.1
Nelore,F,Tarde,Multípara,Normal,431.2,30.1,242.4
Nelore,F,Tarde,Multípara,Distocia,481.6,29.4,239.9
Nelore,M,Manhã,Multípara,Normal,487.6,30.9,265.4
Nelore,M,Tarde,Multípara,Normal,464.6,38.0,314.1
Nelore,F,Manhã,Multípara,Normal,516.8,27.5,262.1
Nelore,F,Manhã,Multípara,Normal,414.6,32.8,259.5
Nelore,F,Manhã,Multípara,Normal,430.5,30.0,228.0
Nelore,M,Manhã,Multípara,Normal,458.5,31.8,273.7
Nelore,F,Noite,Primípara,Normal,485.2,32.0,256.3
Nelore,F,Noite,Primípara,Normal,457.2,32.9,235.1
Nelore,F,Manhã,Multípara,Normal,501.4,29.3,266.6
Nelore,M,Tarde,Multípara,Normal,423.5,34.4,299.5
Nelore,M,Manhã,Multípara,Normal,404.4,33.1,300.6
Nelore,M,Tarde,Multípara,Distocia,462.3,32.0,259.4
Nelore,M,Noite,Multípara,Normal,446.9,32.6,282.5
Nelore,M,Noite,Multípara,Normal,471.7,29.9,294.0
Nelore,M,Tarde,Primípara,Normal,448.9,29.6,270.7
Nelore,M,Tarde,Multípara,Normal,436.4,30.3,266.8
Nelore,M,Manhã,Multípara,Normal,447.0,34.7,263.9
Nelore,F,Noite,Primípara,Normal,451.2,28.2,259.3
Nelore,F,Manhã,Multípara,Normal,437.8,26.1,238.2
Nelore,M,Tarde,Multípara,Normal,441.9,29.8,264.6
Nelore,M,Tarde,Primípara,Normal,433.9,20.9,253.2
Nelore,F,Tarde,Primípara,Normal,484.3,27.0,249.5
Nelore,M,Manhã,Multípara,Normal,457.8,32.1,283.5
Nelore,M,Noite,Multípara,Normal,540.3,31.6,289.9
Nelore,M,Manhã,Primípara,Normal,456.4,36.4,311.5
Nelore,F,Tarde,Primípara,Normal,428.0,30.2,245.7
Nelore,F,Manhã,Multípara,Distocia,556.8,31.6,279.4
Nelore,F,Manhã,Multípara,Normal,466.5,25.1,246.9
Nelore,F,Tarde,Multípara,Normal,489.6,28.9,257.4
Nelore,F,Tarde,Primípara,Normal,473.7,27.0,244.8
Nelore,M,Manhã,Multípara,Normal,474.9,29.6,289.5
Nelore,F,Manhã,Multípara,Normal,471.4,27.6,248.6
Nelore,M,Tarde,Multípara,Normal,405.9,26.6,248.6
Nelore,M,Tarde,Multípara,Normal,464.7,28.2,261.1
Nelore,F,Noite,Multípara,Normal,397.0,32.6,253.7
Nelore,F,Manhã,Multípara,Normal,443.0,29.6,237.0
Nelore,M,Manhã,Multípara,Normal,421.0,30.5,271.1
Nelore,M,Manhã,Multípara,Normal,464.3,32.0,294.8
Nelore,M,Manhã,Multípara,Distocia,463.4,35.5,284.4
Nelore,F,Tarde,Multípara,Normal,469.2,30.0,244.3
Nelore,F,Tarde,Multípara,Normal,461.5,31.6,272.7
Nelore,F,Manhã,Primípara,Normal,425.7,26.0,242.8
Nelore,F,Manhã,Multípara,Normal,439.6,28.1,256.0
Nelore,F,Manhã,Primípara,Distocia,486.8,29.6,217.2
Nelore,M,Noite,Multípara,Normal,492.7,37.7,304.6
Nelore,F,Noite,Primípara,Distocia,404.1,32.8,250.2
Nelore,M,Manhã,Multípara,Normal,388.8,33.7,295.6
Nelore,M,Manhã,Multípara,Distocia,420.9,32.5,249.2
Nelore,M,Noite,Multípara,Normal,491.8,36.2,311.3
Nelore,F,Noite,Multípara,Normal,498.6,32.4,283.0
Nelore,F,Tarde,Multípara,Normal,413.0,23.1,203.0
Nelore,F,Manhã,Multípara,Normal,462.3,26.8,249.7
Nelore,M,Manhã,Multípara,Normal,523.4,33.0,301.0
Nelore,M,Tarde,Primípara,Normal,466.6,25.1,261.4
Nelore,M,Manhã,Multípara,Normal,506.9,29.3,275.9
Nelore,M,Manhã,Multípara,Distocia,489.9,29.9,278.8
Nelore,M,Tarde,Primípara,Normal,413.6,29.7,261.5
Nelore,M,Manhã,Multípara,Normal,442.4,31.1,274.1
Nelore,F,Tarde,Multípara,Normal,451.4,29.1,257.8
Nelore,F,Manhã,Multípara,Distocia,454.2,32.5,267.9
Nelore,F,Manhã,Multípara,Distocia,486.7,29.2,250.0
Nelore,F,Tarde,Multípara,Normal,466.3,28.8,251.2
Nelore,M,Manhã,Primípara,Normal,332.6,26.5,242.3
Nelore,M,Noite,Primípara,Normal,397.5,33.6,263.9
Nelore,F,Tarde,Multípara,Normal,362.5,28.0,245.2
Nelore,M,Manhã,Primípara,Normal,457.0,27.2,267.3
Nelore,F,Tarde,Primípara,Normal,459.6,29.1,263.1
Nelore,F,Manhã,Multípara,Normal,461.3,27.7,242.0
Nelore,F,Noite,Multípara,Normal,411.6,28.4,232.5
Nelore,M,Manhã,Multípara,Normal,477.0,32.8,291.0
Nelore,F,Tarde,Multípara,Normal,478.7,29.0,250.9
Nelore,F,Manhã,Multípara,Normal,399.8,36.9,245.3
Nelore,F,Tarde,Multípara,Normal,391.4,29.8,262.5
Nelore,M,Noite,Multípara,Normal,450.0,33.9,277.1
Nelore,M,Noite,Multípara,Normal,521.7,26.2,287.3
Nelore,F,Manhã,Multípara,Normal,518.0,27.4,263.8
Nelore,M,Manhã,Multípara,Normal,472.5,28.7,260.1
Nelore,M,Noite,Primípara,Distocia,420.8,27.6,242.7
Nelore,M,Noite,Multípara,Normal,485.5,33.2,284.8
Nelore,M,Manhã,Multípara,Normal,431.9,35.1,274.7
Nelore,M,Tarde,Multípara,Normal,419.3,33.0,298.7
Nelore,M,Manhã,Multípara,Normal,364.2,31.3,263.0
Nelore,M,Noite,Multípara,Normal,454.1,30.1,286.6
Nelore,M,Manhã,Primípara,Normal,424.8,33.8,287.0
Nelore,M,Manhã,Primípara,Normal,453.9,36.7,295.5
Nelore,M,Tarde,Multípara,Normal,358.0,32.4,267.7
Nelore,F,Manhã,Multípara,Normal,456.8,32.8,272.9
Nelore,F,Tarde,Primípara,Normal,352.8,29.5,224.3
Nelore,M,Tarde,Multípara,Normal,493.5,34.3,312.9
Nelore,F,Manhã,Primípara,Distocia,470.9,25.0,215.2
Nelore,F,Manhã,Multípara,Normal,438.9,28.5,254.0
Nelore,M,Tarde,Primípara,Normal,472.5,31.7,265.7
Nelore,M,Manhã,Multípara,Normal,410.9,35.6,279.4
Nelore,M,Tarde,Multípara,Normal,452.9,29.5,275.4
Nelore,F,Noite,Multípara,Normal,481.8,23.9,233.7
Nelore,F,Tarde,Multípara,Normal,326.2,28.5,225.5
Nelore,M,Manhã,Multípara,Normal,432.1,35.0,268.2
Nelore,M,Manhã,Multípara,Normal,449.1,27.2,256.1
Nelore,M,Manhã,Multípara,Distocia,442.1,28.5,266.0
Nelore,F,Manhã,Multípara,Normal,508.3,30.5,260.3
Nelore,F,Tarde,Multípara,Normal,405.0,29.7,234.1
Nelore,F,Tarde,Multípara,Normal,425.2,31.8,266.6
Nelore,F,Manhã,Multípara,Distocia,373.4,26.3,204.7
Nelore,M,Manhã,Primípara,Normal,510.4,29.5,278.5
Nelore,M,Manhã,Multípara,Distocia,440.1,35.6,271.4
Nelore,M,Tarde,Primípara,Normal,432.5,26.9,272.1
Nelore,M,Manhã,Primípara,Normal,447.9,34.9,287.6
Nelore,F,Tarde,Primípara,Normal,475.4,25.3,240.8
Nelore,F,Manhã,Primípara,Normal,463.9,31.0,232.6
Nelore,M,Noite,Primípara,Distocia,555.9,29.4,289.7
Nelore,M,Noite,Multípara,Normal,468.2,28.6,271.5
Nelore,F,Manhã,Primípara,Distocia,431.4,27.0,231.1
Nelore,M,Manhã,Multípara,Normal,427.5,33.6,271.7
Nelore,F,Tarde,Primípara,Normal,434.3,28.5,233.0
Nelore,M,Manhã,Multípara,Normal,389.9,35.4,297.4
Nelore,M,Tarde,Multípara,Normal,451.6,36.3,269.7
Nelore,M,Noite,Multípara,Normal,481.3,28.5,263.2
Nelore,M,Tarde,Multípara,Normal,425.5,28.2,284.7
Nelore,M,Noite,Multípara,Normal,417.7,28.1,273.1
Nelore,M,Manhã,Multípara,Normal,510.6,29.3,278.4
Nelore,M,Manhã,Primípara,Normal,392.9,33.8,290.9
Nelore,F,Tarde,Multípara,Normal,367.3,31.7,247.2
Nelore,F,Manhã,Multípara,Normal,403.9,28.4,241.8
Nelore,F,Tarde,Multípara,Normal,388.4,30.0,243.4
Nelore,F,Manhã,Multípara,Normal,465.4,34.2,268.4
Nelore,F,Manhã,Multípara,Normal,435.6,35.7,268.2
Nelore,M,Noite,Multípara,Normal,441.2,32.8,307.0
Nelore,M,Manhã,Multípara,Normal,496.1,24.0,264.6
Nelore,F,Noite,Multípara,Normal,422.3,30.9,246.1
Nelore,M,Noite,Primípara,Normal,481.0,33.3,273.1
Nelore,F,Tarde,Multípara,Normal,510.5,30.7,260.1
Nelore,F,Tarde,Multípara,Normal,431.8,32.2,275.1
Nelore,M,Tarde,Primípara,Normal,479.5,31.6,295.2
Nelore,M,Noite,Primípara,Normal,440.3,26.8,259.0
Nelore,M,Manhã,Multípara,Normal,487.0,29.3,279.3
Nelore,F,Tarde,Multípara,Normal,387.1,29.0,222.6
Nelore,M,Tarde,Primípara,Normal,384.2,33.7,262.7
Nelore,F,Tarde,Multípara,Normal,434.3,27.7,243.7
Nelore,F,Tarde,Primípara,Normal,414.4,29.9,238.4
Nelore,F,Manhã,Multípara,Normal,429.3,30.9,236.6
Nelore,M,Tarde,Multípara,Normal,441.2,36.8,296.5
Nelore,M,Noite,Multípara,Distocia,478.8,31.9,273.0
Nelore,F,Manhã,Multípara,Normal,433.7,24.7,215.6
Nelore,M,Noite,Multípara,Normal,417.0,33.9,255.0
Nelore,M,Tarde,Multípara,Normal,435.9,38.4,287.1
Nelore,M,Noite,Primípara,Normal,419.2,32.6,257.9
Nelore,F,Tarde,Multípara,Normal,412.6,27.6,216.1
Nelore,F,Tarde,Multípara,Normal,385.5,26.8,245.8
Nelore,M,Manhã,Multípara,Normal,452.8,29.1,272.1
Nelore,F,Noite,Multípara,Normal,427.3,36.0,258.4
Nelore,M,Manhã,Primípara,Normal,488.7,29.5,277.3
Nelore,M,Noite,Primípara,Normal,392.1,28.5,248.9
Nelore,M,Noite,Primípara,Distocia,428.3,30.0,266.7
Nelore,M,Manhã,Multípara,Normal,522.5,31.0,286.9
Nelore,F,Manhã,Multípara,Distocia,412.4,34.7,237.0
Nelore,F,Tarde,Multípara,Normal,440.5,27.0,233.7
Nelore,F,Manhã,Multípara,Normal,401.4,33.5,236.8
Nelore,M,Noite,Multípara,Normal,396.1,32.4,268.0
Nelore,M,Manhã,Multípara,Normal,511.9,35.6,295.5
Nelore,M,Manhã,Primípara,Distocia,456.8,35.2,274.0
Nelore,F,Noite,Multípara,Normal,455.3,30.3,252.1
Nelore,M,Tarde,Primípara,Normal,382.1,29.6,262.8
Nelore,F,Noite,Primípara,Normal,464.3,28.7,251.7
Nelore,F,Manhã,Multípara,Normal,496.3,29.7,267.6
Nelore,F,Tarde,Multípara,Normal,496.0,25.0,251.6
Nelore,F,Tarde,Multípara,Normal,476.7,34.7,277.1
Nelore,F,Tarde,Multípara,Distocia,404.8,30.7,224.9
Nelore,F,Tarde,Multípara,Normal,462.5,26.5,237.1
Nelore,M,Tarde,Multípara,Normal,476.7,25.8,276.3
Nelore,M,Tarde,Multípara,Normal,378.2,25.0,259.8
Nelore,F,Manhã,Multípara,Normal,405.1,32.3,240.9
Nelore,F,Tarde,Multípara,Normal,485.5,28.1,258.0
Nelore,M,Manhã,Primípara,Normal,485.0,29.1,266.8
Nelore,F,Tarde,Multípara,Normal,388.1,31.5,250.1
Nelore,F,Manhã,Multípara,Normal,481.8,28.5,250.6
Nelore,M,Tarde,Multípara,Distocia,453.8,33.6,258.1
Nelore,F,Tarde,Multípara,Normal,481.2,30.3,250.2
Nelore,F,Manhã,Multípara,Normal,424.6,29.7,271.7
Nelore,F,Manhã,Primípara,Normal,475.8,23.8,240.8
Nelore,M,Manhã,Multípara,Normal,483.8,29.5,306.5
Nelore,M,Tarde,Multípara,Normal,435.9,33.8,265.1
Nelore,M,Noite,Primípara,Normal,450.7,28.5,280.3
Nelore,F,Manhã,Multípara,Normal,424.1,33.6,224.7
Nelore,F,Tarde,Multípara,Distocia,516.1,37.0,267.5
Nelore,M,Manhã,Primípara,Normal,445.2,32.5,288.0
Nelore,F,Tarde,Multípara,Normal,413.1,34.5,265.7
Nelore,F,Noite,Multípara,Distocia,421.4,32.2,231.5
Nelore,F,Manhã,Multípara,Normal,455.1,28.4,259.2
Nelore,F,Tarde,Multípara,Normal,480.1,30.6,249.6
Nelore,F,Manhã,Primípara,Normal,396.6,34.5,251.4
Nelore,M,Manhã,Primípara,Distocia,523.9,28.9,268.2
Nelore,F,Manhã,Multípara,Normal,462.3,26.9,230.4
Nelore,M,Manhã,Multípara,Normal,468.7,28.6,293.1
Nelore,F,Tarde,Multípara,Normal,446.1,29.3,248.4
Nelore,M,Tarde,Multípara,Normal,450.8,29.0,285.6
Nelore,F,Tarde,Multípara,Normal,444.1,35.0,274.2
Nelore,M,Manhã,Multípara,Normal,490.7,32.6,276.1
Nelore,F,Manhã,Primípara,Normal,449.7,31.4,268.1
Nelore,M,Tarde,Primípara,Normal,480.7,29.6,284.7
Nelore,F,Noite,Primípara,Normal,432.6,25.1,222.6
Nelore,M,Manhã,Multípara,Normal,457.8,28.1,276.7
Nelore,F,Noite,Primípara,Normal,417.8,25.8,222.3
Nelore,M,Tarde,Multípara,Normal,498.7,33.0,309.2
Nelore,M,Tarde,Multípara,Normal,416.7,33.6,288.7
Nelore,F,Tarde,Multípara,Normal,437.0,31.8,251.7
